AudioFileName,SpeakerID,Gender,Transcript
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1224.mp3,SP1,M, Púánkhù. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1225.mp3,SP1,M, Kwà'mbīɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1226.mp3,SP1,M," Pūānkhù, wɑ̄' hù. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1227.mp3,SP1,M, Ǎ púánkhù. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1228.mp3,SP1,M," Ngɑ̌ púánkhù, ngɑ̌ wɑ́' hù. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1229.mp3,SP1,M," Ngɑ̌ púánkhù, ngɑ̌ wɑ́' hù. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1230.mp3,SP1,M, Ngɑ̌ fhʉ́mbɑ̄ mɑ̀mbīɑ̄ nshʉ́ɑ́ fě'è. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1231.mp3,SP1,M," Ngɑ̌ yú' sìpə̀'/sìpè', ngɑ̌ fíí. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1232.mp3,SP1,M, Ǹ sī yǎt kòmbīɑ̄ sə̀ə̄wū bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1233.mp3,SP1,M, Ǹ sī yǎt kònsāh nā á nɑ́ sə̀ə̄wū bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1234.mp3,SP1,M, Ǹ kɑ̀' pát nzhī wū yì ngɑ̌ ìngʉ́ lɑ́! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1235.mp3,SP1,M," Ngɑ̌ mɑ̀njū' sìpə̀'/sìpè', ngɑ̌ mɑ̀mfīī. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1236.mp3,SP1,M, Ngɑ̌ mɑ̀mmwēn. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1237.mp3,SP1,M, Nzhwīē á zǎknjǎm à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1238.mp3,SP1,M, Mēn ǎ hɑ̄ ā yá'nthʉ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1239.mp3,SP1,M, Ndū á zǎknjǎm à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1240.mp3,SP1,M, Ǒ sì lɑ̄' nsāh nɑ́ wèn sə̀ə̄līē'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1241.mp3,SP1,M, Ǒ sì sāh nɑ́ ì. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1242.mp3,SP1,M, Ǒ sì pūānkhù. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1243.mp3,SP1,M, Tɑ́ mɑ̀ ngɑ̌ fhʉ́mbɑ̄ mɑ̀nsāh nɑ́ ì. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1244.mp3,SP1,M, Kɑ́ ntīē yú'sìpə̀'/ngǎngà béè! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1245.mp3,SP1,M, Nzhwīē í zǎknjǎm ì. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1246.mp3,SP1,M, Ndū í zǎknjǎm ì. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1247.mp3,SP1,M, Ndū ó mɑ̀mfʉ́ɑ́ ō. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1248.mp3,SP1,M," Ǒ fʉ̀ɑ̀ ā, ǒ táásí ā. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1249.mp3,SP1,M, Nzâknù 20. Ghə̀ə̀ ntìè' yì nǔ shʉ̀ɑ̄ wèn lɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1250.mp3,SP1,M, Ǒ ìndī’ mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh ndɑ́’sí mɑ́ nǔ shʉ̀ɑ̀ ō. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1251.mp3,SP1,M, Fà'á á ? Ndéndēē é ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1252.mp3,SP1,M, Yáá mɑ́ shʉ̀ɑ́nù ! Yáá mɑ́ kɑ̀cɔ̀ nù ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1253.mp3,SP1,M, Yáá mǒ'ntīē ! Yáá mɑ̀nshʉ́ɑ́ ā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1254.mp3,SP1,M, Yáá mɑ́ shʉ̀ɑ́nù ! Mɑ̀ mbɑ́ wěn lɑ̀ pēn ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1255.mp3,SP1,M, Wūsìkwà' bɑ́ ! Mɑ̀ mbɑ́ wěn lɑ̀ kwá' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1256.mp3,SP1,M, Yáá mɑ́ tɑ̀' shʉ̀ɑ́nǔ mbú à tɑ̀' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1257.mp3,SP1,M, Yéé yà wɑ̄ lɑ̄ ē ē ! Kɑ̀cɔ̀ ! Hɔ̌ bɑ̂ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1258.mp3,SP1,M, Yáá tʉ̄ɑ̄ á sīē ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1259.mp3,SP1,M, Yáá mɑ̀nshʉ́ɑ́ ā tɑ̀' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1260.mp3,SP1,M, Mbɑ́ yáá lɑ̀ bɑ̄ ndéndēē ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1261.mp3,SP1,M, Sī ndéndēē bɑ́ bɑ̄ ! Ǹ kɑ̀' pēn bɑ̄ ! Pɑ́ ń dɑ̀ pēn bɑ̄ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1262.mp3,SP1,M, Ndéndēē é ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1263.mp3,SP1,M," Mbóó zhī, Síé zhī béé nù lè ! "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1264.mp3,SP1,M, Nǔ mìē nshǔ à ! Ghə̀ə́ mìē nshǔ à ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1265.mp3,SP1,M, Ngɑ̌ kwà' mɑ́ ngɑ̌ mɑ̀njēē nzhʉ̀ʉ̀ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1266.mp3,SP1,M," Ngɑ̌ fhʉ́mbɑ̄ kòmbīɑ̄ nā á nɑ́ nkwèè wū, tɑ́' sī béé bɑ̄ ! "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1267.mp3,SP1,M, Ǹ sī mɑ̀mbēn mɑ́ mēmmɑ̄ ǒ kúɑ́ bɑ̄ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1268.mp3,SP1,M, Ǹ dɑ̀ sì bɑ̄ mɑ̀ mbɑ́ ǹ nkwā'sī tɑ̀' līē' mɑ́ mbɑ́ nzhwīē ā zāknjǎm à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1269.mp3,SP1,M, Ǹ sī mɑ̀mbēn bɑ̄ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1270.mp3,SP1,M, Ǹ kɑ̀' fhʉ̄mbɑ̄ mɑ̀mbīɑ̄ nā á nā ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1271.mp3,SP1,M, Tū á mɑ̀ngwɑ̄' fōh ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1272.mp3,SP1,M, Nǔ mìē nshǔ à ! Ngɑ̌ lá' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1273.mp3,SP1,M, Nǔ mɑ̀nshʉ́ɑ́ ā tɑ̀' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1274.mp3,SP1,M, Hɔ̌ bɑ̂ ! Kɑ̀cɔ̀ ! Kɑ̀cɔ̀ nɑ̀ tǐ' ! Yéé yà wɑ̄ lɑ̄ ē ē ! Yēē nhɔ̀' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1275.mp3,SP1,M, Kɑ́ ó kònjɔ́ ɔ̄ ? Kɑ́ ó kònjwáá ā ? Kɑ́ ó kòmbū'sī ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1276.mp3,SP1,M, Kɑ́ lī ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1277.mp3,SP1,M, Ndéndēē é ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1278.mp3,SP1,M, Nshʉ̀ɑ̀pʉ̀ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1279.mp3,SP1,M, Ngʉ̌nù mǒ mɑ̀nshʉ́ɑ́ ā tɑ̀' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1280.mp3,SP1,M, Nzâknù 21. Mbʉ́ɑ́ làh ntə́'sí mvàk yì wèn lǎh mbɑ̄ ntèn lɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1281.mp3,SP1,M, Ǒ ìndī’ mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí mbʉ́ɑ́ làh ntə́'sí yì mɑ̀ wěn ntèn lɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1282.mp3,SP1,M, Nā ó mɑ̀njā' á ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1283.mp3,SP1,M, Yáá mɑ̀ lāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1284.mp3,SP1,M, Ǒ mɑ̀njū' nā ò mɑ̀ lāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1285.mp3,SP1,M, Mɑ̄ é mɑ̀ lāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1286.mp3,SP1,M, Nā ó mɑ̀ lāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1287.mp3,SP1,M, Yáá mɑ̀ lāhā ? Ǒ mɑ̀ lāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1288.mp3,SP1,M, Kɑ́ bɑ́ mɑ̀ngʉ́ ō ? Kɑ́ bɑ́ mɑ̀nzɑ́hsí ō ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1289.mp3,SP1,M, Ǒ ntěn ? Tɑ̀ ǒ ntèn ? Tɑ̀ ǒ shwīto᷆k ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1290.mp3,SP1,M, Ǒ mɑ̀ngóó ú ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1291.mp3,SP1,M, Ǒ nzát mvàk lāhā ? Zǎtnā ó mvàk lāhā ? Mvǎk zǎtnā ó lāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1292.mp3,SP1,M, Nthínā ó mvàk lāhā ? Ǒ sàh mvàk lāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1293.mp3,SP1,M, Kɑ́ bɑ́ mɑ̀ngʉ́ ō ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1294.mp3,SP1,M, Nǔ kɑ́ (bɑ́ ɑ̄)  ? Kɑ́ bɑ́ mɑ̀ngát lō ō ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1295.mp3,SP1,M, Kɑ́ bɑ́ mɑ̀ngʉ́ ō ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1296.mp3,SP1,M, Kɑ́ bɑ̄ ngʉ̀ ō ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1297.mp3,SP1,M, Ǒ shwīto᷄k ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1298.mp3,SP1,M, Tɑ̀ yáá nɑ̄' ngʉ́ ʉ̀ ? Tɑ̀ yáá hɑ̄ pō ò ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1299.mp3,SP1,M, Wú ghʉ̀ ō kāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1300.mp3,SP1,M, Nā ō sī mɑ̀mbə́' bɑ̄ í ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1301.mp3,SP1,M, Ǒ lʉ́ʉ́ ʉ́ ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1302.mp3,SP1,M, Ǒ mɑ̀nkə́'/mɑ̀ncāk làh nhwīēsī nā ó ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1303.mp3,SP1,M, Nǔ síé é ? Wú mɑ̀ngát lō ó ? Nǔ mɑ̀ngát lō kāhā ? 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1304.mp3,SP1,M, Nzâknù 22. Pɑ̌' tə̀'sínǔ nɑ́ mbʉ́ɑ́ làh njū' nā wèn. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1305.mp3,SP1,M," Ǒ ìndī’ mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí mbʉ́ɑ́ làh mbɑ́’ tə̀’sínǔ wèn, ntìè' yì ǎ tè'sì ō mvàk yì ǒ mɑ̀ndáh njū' nā ó pó ó lɑ́. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1306.mp3,SP1,M, Ǎyì ! Yáá mɑ̀njā' ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1307.mp3,SP1,M, Yáá mɑ̀njā' tɑ̀'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1308.mp3,SP1,M, Yáá ncāk mɑ́ ń nhwīēsī nā à. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1309.mp3,SP1,M, Yáá ncāk mɑ́ ó hwīēsī nā ò. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1310.mp3,SP1,M," Ngɑ̌ sàh mvǎk tɑ̀' mɑ̀', mbìè ncɔ̀ tî mɑ̀ mʉ̄ntòhō. Nthínā á tɑ̀' mɑ̀', mbìè ncɔ̀ tî mɑ̀ mʉ̄ntòhō. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1311.mp3,SP1,M, Mɑ̄ŋú cāb ā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1312.mp3,SP1,M, Nā á mɑ̀njā'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1313.mp3,SP1,M," Tū á mɑ̀nkóm ā, ngɑ̌ ghʉ̌ yá'tū. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1314.mp3,SP1,M, Nā ā sī mɑ̀mbə́' bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1315.mp3,SP1,M, Ngɑ̌ mɑ̀nkwé' làh ndʉ̄'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1316.mp3,SP1,M, Ngɑ̌ lʉ́ʉ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1317.mp3,SP1,M, Ngɑ̌ támsíé. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1318.mp3,SP1,M, Nthʉ̄ á kòmbénsí. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1319.mp3,SP1,M, Ngɑ̌ ghʉ̌ mɑ̄ŋū. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1320.mp3,SP1,M, Nzhǐtə̄' á mɑ̀njā'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1321.mp3,SP1,M, Mbǎ'ntām ǎ mɑ̀njā'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1322.mp3,SP1,M, Nkòò nǎ mɑ̀njā'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1323.mp3,SP1,M, Nā ā sī mbə̀pə̄' bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1324.mp3,SP1,M, Ngɑ̌ shwītōk pɑ́' tēnɑ̄ lɑ́. Ngɑ̌ mǐ sʉ̄ʉ̄ (j'ai avalé un éléphant).
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1325.mp3,SP1,M, Vàm zǎ cáh. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1326.mp3,SP1,M, Ngɑ̌ kwà' mɑ́ ngɑ̌ ìnkūɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1327.mp3,SP1,M, Ǎ mɑ́ tɑ̀’ ngɑ̌kúɑ́lè. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1328.mp3,SP1,M, Ngɑ̌ shwītōk pɑ́' tēnɑ̄ lɑ́ ! 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1329.mp3,SP1,M, Nā á pʉ̄ɑ̄'sī. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1330.mp3,SP1,M, Nā á mɑ̀mbūā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1331.mp3,SP1,M, Ngɑ̌ mɑ̀njū' nā à mbə̀pə̄'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1332.mp3,SP1,M, Ngɑ̌ púá tɑ̀'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1333.mp3,SP1,M, Ngɑ̌ mɑ̀njū' sìpè' tɑ̀'. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1334.mp3,SP1,M, Ngɑ̌ pʉ́ɑ́' khù ā. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1335.mp3,SP1,M, Ngɑ̌ lʉ́ʉ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1336.mp3,SP1,M, Sə̀ə̄ ngʉ̀' sī yǎt mbú á bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1337.mp3,SP1,M, Sə̀ə̄wū sī mɑ̀ngʉ́ ā bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1338.mp3,SP1,M, Pɑ́ ń dɑ̀ īmbát mfēnsī. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1339.mp3,SP1,M, Ǹ kɑ̀' zhī wū yì yáá mɑ̀ngʉ́ ā lɑ́. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1340.mp3,SP1,M, Sə̀ə̄wū sī mɑ̀ngʉ́ ā bɑ̄. 
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1341.mp3,SP1,M," Ǹ sī ntèn bɑ̄, ngɑ̌ mɑ̀ngóó. "
/content/drive/MyDrive/Resulam/Mbú'ŋwɑ̀'nì/Livres Nufi/audio/PhraseBookNufi/nufi_phrasebook_1342.mp3,SP1,M, Pɑ́ ń dɑ̀ īmbát mfēnsī. 
